"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"New Haven County","09009","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",772
"New Haven County","09009","2006-2010","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.32
"New Haven County","09009","2006-2010","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",4.14
"New Haven County","09009","2007-2011","All","Number","SNAP Recipients",33630
"New Haven County","09009","2007-2011","All","Number","Margins of Error",1357.59
"New Haven County","09009","2007-2011","All","Percent","SNAP Recipients",10.18
"New Haven County","09009","2007-2011","All","Percent","Margins of Error",0.41
"New Haven County","09009","2007-2011","American Indian and Alaska Native Alone","Number","SNAP Recipients",113
"New Haven County","09009","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",71
"New Haven County","09009","2007-2011","American Indian and Alaska Native Alone","Percent","SNAP Recipients",19.62
"New Haven County","09009","2007-2011","American Indian and Alaska Native Alone","Percent","Margins of Error",11.4
"New Haven County","09009","2007-2011","Asian Alone","Number","SNAP Recipients",198
"New Haven County","09009","2007-2011","Asian Alone","Number","Margins of Error",96
"New Haven County","09009","2007-2011","Asian Alone","Percent","Margins of Error",0.97
"New Haven County","09009","2007-2011","Asian Alone","Percent","SNAP Recipients",2
"New Haven County","09009","2007-2011","Black or African American Alone","Number","SNAP Recipients",9284
"New Haven County","09009","2007-2011","Black or African American Alone","Number","Margins of Error",596
"New Haven County","09009","2007-2011","Black or African American Alone","Percent","SNAP Recipients",24.41
"New Haven County","09009","2007-2011","Black or African American Alone","Percent","Margins of Error",1.45
"New Haven County","09009","2007-2011","Hispanic or Latino","Number","Margins of Error",699
"New Haven County","09009","2007-2011","Hispanic or Latino","Number","SNAP Recipients",11680
"New Haven County","09009","2007-2011","Hispanic or Latino","Percent","SNAP Recipients",31.29
"New Haven County","09009","2007-2011","Hispanic or Latino","Percent","Margins of Error",1.72
"New Haven County","09009","2007-2011","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",42
"New Haven County","09009","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",59
"New Haven County","09009","2007-2011","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",51.28
"New Haven County","09009","2007-2011","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",33.33
"New Haven County","09009","2007-2011","Some Other Race Alone","Number","SNAP Recipients",5813
"New Haven County","09009","2007-2011","Some Other Race Alone","Number","Margins of Error",506
"New Haven County","09009","2007-2011","Some Other Race Alone","Percent","SNAP Recipients",37.85
"New Haven County","09009","2007-2011","Some Other Race Alone","Percent","Margins of Error",2.8
"New Haven County","09009","2007-2011","Two or More Races","Number","SNAP Recipients",1154
"New Haven County","09009","2007-2011","Two or More Races","Number","Margins of Error",263
"New Haven County","09009","2007-2011","Two or More Races","Percent","SNAP Recipients",23.36
"New Haven County","09009","2007-2011","Two or More Races","Percent","Margins of Error",4.8
"New Haven County","09009","2007-2011","White Alone","Number","SNAP Recipients",17026
"New Haven County","09009","2007-2011","White Alone","Number","Margins of Error",1070
"New Haven County","09009","2007-2011","White Alone","Percent","SNAP Recipients",6.51
"New Haven County","09009","2007-2011","White Alone","Percent","Margins of Error",0.41
"New Haven County","09009","2007-2011","White Alone Not Hispanic or Latino","Number","SNAP Recipients",12095
"New Haven County","09009","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",819
"New Haven County","09009","2007-2011","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",5
"New Haven County","09009","2007-2011","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.34
"New Haven County","09009","2008-2012","All","Number","SNAP Recipients",39353
"New Haven County","09009","2008-2012","All","Number","Margins of Error",1393.17
"New Haven County","09009","2008-2012","All","Percent","SNAP Recipients",11.93
"New Haven County","09009","2008-2012","All","Percent","Margins of Error",0.42
"New Haven County","09009","2008-2012","American Indian and Alaska Native Alone","Number","SNAP Recipients",129
"New Haven County","09009","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",79
"New Haven County","09009","2008-2012","American Indian and Alaska Native Alone","Percent","SNAP Recipients",21.11
"New Haven County","09009","2008-2012","American Indian and Alaska Native Alone","Percent","Margins of Error",11.85
"New Haven County","09009","2008-2012","Asian Alone","Number","SNAP Recipients",294
"New Haven County","09009","2008-2012","Asian Alone","Number","Margins of Error",133
"New Haven County","09009","2008-2012","Asian Alone","Percent","SNAP Recipients",3.03
"New Haven County","09009","2008-2012","Asian Alone","Percent","Margins of Error",1.37
"New Haven County","09009","2008-2012","Black or African American Alone","Number","SNAP Recipients",10980
"New Haven County","09009","2008-2012","Black or African American Alone","Number","Margins of Error",777
"New Haven County","09009","2008-2012","Black or African American Alone","Percent","SNAP Recipients",28.06
"New Haven County","09009","2008-2012","Black or African American Alone","Percent","Margins of Error",1.9
"New Haven County","09009","2008-2012","Hispanic or Latino","Number","SNAP Recipients",13270
"New Haven County","09009","2008-2012","Hispanic or Latino","Number","Margins of Error",676
"New Haven County","09009","2008-2012","Hispanic or Latino","Percent","SNAP Recipients",34.94
"New Haven County","09009","2008-2012","Hispanic or Latino","Percent","Margins of Error",1.62
"New Haven County","09009","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",86
"New Haven County","09009","2008-2012","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",58
"New Haven County","09009","2008-2012","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",57.9
"New Haven County","09009","2008-2012","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",36.25
"New Haven County","09009","2008-2012","Some Other Race Alone","Number","SNAP Recipients",5976
"New Haven County","09009","2008-2012","Some Other Race Alone","Number","Margins of Error",592
"New Haven County","09009","2008-2012","Some Other Race Alone","Percent","SNAP Recipients",40.38
"New Haven County","09009","2008-2012","Some Other Race Alone","Percent","Margins of Error",3.14
"New Haven County","09009","2008-2012","Two or More Races","Number","SNAP Recipients",1209
"New Haven County","09009","2008-2012","Two or More Races","Number","Margins of Error",230
"New Haven County","09009","2008-2012","Two or More Races","Percent","SNAP Recipients",23.93
"New Haven County","09009","2008-2012","Two or More Races","Percent","Margins of Error",4.06
"New Haven County","09009","2008-2012","White Alone","Number","SNAP Recipients",20707
"New Haven County","09009","2008-2012","White Alone","Number","Margins of Error",950
"New Haven County","09009","2008-2012","White Alone","Percent","SNAP Recipients",7.95
"New Haven County","09009","2008-2012","White Alone","Percent","Margins of Error",0.36
"New Haven County","09009","2008-2012","White Alone Not Hispanic or Latino","Number","SNAP Recipients",14511
"New Haven County","09009","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",910
"New Haven County","09009","2008-2012","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.38
"New Haven County","09009","2008-2012","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",6.05
"New Haven County","09009","2009-2013","All","Number","SNAP Recipients",42950
"New Haven County","09009","2009-2013","All","Number","Margins of Error",1382.06
"New Haven County","09009","2009-2013","All","Percent","SNAP Recipients",13.09
"New Haven County","09009","2009-2013","All","Percent","Margins of Error",0.41
"New Haven County","09009","2009-2013","American Indian and Alaska Native Alone","Number","SNAP Recipients",170
"New Haven County","09009","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",75
"New Haven County","09009","2009-2013","American Indian and Alaska Native Alone","Percent","SNAP Recipients",30.41
"New Haven County","09009","2009-2013","American Indian and Alaska Native Alone","Percent","Margins of Error",10.85
"New Haven County","09009","2009-2013","Asian Alone","Number","SNAP Recipients",259
"New Haven County","09009","2009-2013","Asian Alone","Number","Margins of Error",138
"New Haven County","09009","2009-2013","Asian Alone","Percent","SNAP Recipients",2.64
"New Haven County","09009","2009-2013","Asian Alone","Percent","Margins of Error",1.4
"New Haven County","09009","2009-2013","Black or African American Alone","Number","SNAP Recipients",11714
"New Haven County","09009","2009-2013","Black or African American Alone","Number","Margins of Error",775
"New Haven County","09009","2009-2013","Black or African American Alone","Percent","SNAP Recipients",29.51
"New Haven County","09009","2009-2013","Black or African American Alone","Percent","Margins of Error",1.8
"New Haven County","09009","2009-2013","Hispanic or Latino","Number","SNAP Recipients",14041
"New Haven County","09009","2009-2013","Hispanic or Latino","Number","Margins of Error",714
"New Haven County","09009","2009-2013","Hispanic or Latino","Percent","SNAP Recipients",36.05
"New Haven County","09009","2009-2013","Hispanic or Latino","Percent","Margins of Error",1.72
"New Haven County","09009","2009-2013","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",81
"New Haven County","09009","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",109
"New Haven County","09009","2009-2013","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",57.04
"New Haven County","09009","2009-2013","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",88.57
"New Haven County","09009","2009-2013","Some Other Race Alone","Number","SNAP Recipients",6008
"New Haven County","09009","2009-2013","Some Other Race Alone","Number","Margins of Error",614
"New Haven County","09009","2009-2013","Some Other Race Alone","Percent","SNAP Recipients",39.9
"New Haven County","09009","2009-2013","Some Other Race Alone","Percent","Margins of Error",3.35
"New Haven County","09009","2009-2013","Two or More Races","Number","SNAP Recipients",1280
"New Haven County","09009","2009-2013","Two or More Races","Number","Margins of Error",246
"New Haven County","09009","2009-2013","Two or More Races","Percent","SNAP Recipients",26.39
"New Haven County","09009","2009-2013","Two or More Races","Percent","Margins of Error",4.5
"New Haven County","09009","2009-2013","White Alone","Number","SNAP Recipients",23438
"New Haven County","09009","2009-2013","White Alone","Number","Margins of Error",914
"New Haven County","09009","2009-2013","White Alone","Percent","SNAP Recipients",9.09
"New Haven County","09009","2009-2013","White Alone","Percent","Margins of Error",0.35
"New Haven County","09009","2009-2013","White Alone Not Hispanic or Latino","Number","SNAP Recipients",16397
"New Haven County","09009","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",771
"New Haven County","09009","2009-2013","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",6.95
"New Haven County","09009","2009-2013","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.32
"New Haven County","09009","2010-2014","All","Number","SNAP Recipients",46517
"New Haven County","09009","2010-2014","All","Number","Margins of Error",1415.38
"New Haven County","09009","2010-2014","All","Percent","SNAP Recipients",14.22
"New Haven County","09009","2010-2014","All","Percent","Margins of Error",0.42
"New Haven County","09009","2010-2014","American Indian and Alaska Native Alone","Number","SNAP Recipients",143
"New Haven County","09009","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",75
"New Haven County","09009","2010-2014","American Indian and Alaska Native Alone","Percent","SNAP Recipients",31.22
"New Haven County","09009","2010-2014","American Indian and Alaska Native Alone","Percent","Margins of Error",12.95
"New Haven County","09009","2010-2014","Asian Alone","Number","SNAP Recipients",380
"New Haven County","09009","2010-2014","Asian Alone","Number","Margins of Error",118
"New Haven County","09009","2010-2014","Asian Alone","Percent","SNAP Recipients",3.74
"New Haven County","09009","2010-2014","Asian Alone","Percent","Margins of Error",1.15
"New Haven County","09009","2010-2014","Black or African American Alone","Number","SNAP Recipients",12528
"New Haven County","09009","2010-2014","Black or African American Alone","Number","Margins of Error",762
"New Haven County","09009","2010-2014","Black or African American Alone","Percent","SNAP Recipients",31.49
"New Haven County","09009","2010-2014","Black or African American Alone","Percent","Margins of Error",1.81
"New Haven County","09009","2010-2014","Hispanic or Latino","Number","SNAP Recipients",15170
"New Haven County","09009","2010-2014","Hispanic or Latino","Number","Margins of Error",795
"New Haven County","09009","2010-2014","Hispanic or Latino","Percent","SNAP Recipients",37.58
"New Haven County","09009","2010-2014","Hispanic or Latino","Percent","Margins of Error",1.84
"New Haven County","09009","2010-2014","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",28
"New Haven County","09009","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",44
"New Haven County","09009","2010-2014","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",49.12
"New Haven County","09009","2010-2014","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",89.26
"New Haven County","09009","2010-2014","Some Other Race Alone","Number","SNAP Recipients",6076
"New Haven County","09009","2010-2014","Some Other Race Alone","Number","Margins of Error",507
"New Haven County","09009","2010-2014","Some Other Race Alone","Percent","SNAP Recipients",40.87
"New Haven County","09009","2010-2014","Some Other Race Alone","Percent","Margins of Error",2.67
"New Haven County","09009","2010-2014","Two or More Races","Number","SNAP Recipients",1476
"New Haven County","09009","2010-2014","Two or More Races","Number","Margins of Error",299
"New Haven County","09009","2010-2014","Two or More Races","Percent","SNAP Recipients",29.58
"New Haven County","09009","2010-2014","Two or More Races","Percent","Margins of Error",5.23
"New Haven County","09009","2010-2014","White Alone","Number","SNAP Recipients",25886
"New Haven County","09009","2010-2014","White Alone","Number","Margins of Error",1027
"New Haven County","09009","2010-2014","White Alone","Percent","SNAP Recipients",10.08
"New Haven County","09009","2010-2014","White Alone","Percent","Margins of Error",0.4
"New Haven County","09009","2010-2014","White Alone Not Hispanic or Latino","Number","SNAP Recipients",17873
"New Haven County","09009","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",856
"New Haven County","09009","2010-2014","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",7.66
"New Haven County","09009","2010-2014","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.36
"New Haven County","09009","2011-2015","All","Number","SNAP Recipients",47595
"New Haven County","09009","2011-2015","All","Number","Margins of Error",1418.03
"New Haven County","09009","2011-2015","All","Percent","SNAP Recipients",14.6
"New Haven County","09009","2011-2015","All","Percent","Margins of Error",0.42
"New Haven County","09009","2011-2015","American Indian and Alaska Native Alone","Number","SNAP Recipients",166
"New Haven County","09009","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",68
"New Haven County","09009","2011-2015","American Indian and Alaska Native Alone","Percent","SNAP Recipients",32.55
"New Haven County","09009","2011-2015","American Indian and Alaska Native Alone","Percent","Margins of Error",10.64
"New Haven County","09009","2011-2015","Asian Alone","Number","SNAP Recipients",355
"New Haven County","09009","2011-2015","Asian Alone","Number","Margins of Error",125
"New Haven County","09009","2011-2015","Asian Alone","Percent","SNAP Recipients",3.37
"New Haven County","09009","2011-2015","Asian Alone","Percent","Margins of Error",1.18
"New Haven County","09009","2011-2015","Black or African American Alone","Number","SNAP Recipients",12717
"New Haven County","09009","2011-2015","Black or African American Alone","Number","Margins of Error",702
"New Haven County","09009","2011-2015","Black or African American Alone","Percent","SNAP Recipients",31.63
"New Haven County","09009","2011-2015","Black or African American Alone","Percent","Margins of Error",1.61
"New Haven County","09009","2011-2015","Hispanic or Latino","Number","SNAP Recipients",15488
"New Haven County","09009","2011-2015","Hispanic or Latino","Number","Margins of Error",783
"New Haven County","09009","2011-2015","Hispanic or Latino","Percent","Margins of Error",1.69
"New Haven County","09009","2011-2015","Hispanic or Latino","Percent","SNAP Recipients",37.52
"New Haven County","09009","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",28
"New Haven County","09009","2011-2015","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",0
"New Haven County","09009","2011-2015","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",0
"New Haven County","09009","2011-2015","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",147.37
"New Haven County","09009","2011-2015","Some Other Race Alone","Number","SNAP Recipients",5619
"New Haven County","09009","2011-2015","Some Other Race Alone","Number","Margins of Error",574
"New Haven County","09009","2011-2015","Some Other Race Alone","Percent","SNAP Recipients",37.91
"New Haven County","09009","2011-2015","Some Other Race Alone","Percent","Margins of Error",3.28
"New Haven County","09009","2011-2015","Two or More Races","Number","SNAP Recipients",1207
"New Haven County","09009","2011-2015","Two or More Races","Number","Margins of Error",259
"New Haven County","09009","2011-2015","Two or More Races","Percent","SNAP Recipients",25.71
"New Haven County","09009","2011-2015","Two or More Races","Percent","Margins of Error",4.96
"New Haven County","09009","2011-2015","White Alone","Number","SNAP Recipients",27531
"New Haven County","09009","2011-2015","White Alone","Number","Margins of Error",1049
"New Haven County","09009","2011-2015","White Alone","Percent","SNAP Recipients",10.79
"New Haven County","09009","2011-2015","White Alone","Percent","Margins of Error",0.4
"New Haven County","09009","2011-2015","White Alone Not Hispanic or Latino","Number","SNAP Recipients",18617
"New Haven County","09009","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",935
"New Haven County","09009","2011-2015","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",8.07
"New Haven County","09009","2011-2015","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.4
"New Haven County","09009","2012-2016","All","Number","SNAP Recipients",49116
"New Haven County","09009","2012-2016","All","Number","Margins of Error",1498.45
"New Haven County","09009","2012-2016","All","Percent","SNAP Recipients",15.04
"New Haven County","09009","2012-2016","All","Percent","Margins of Error",0.45
"New Haven County","09009","2012-2016","American Indian and Alaska Native Alone","Number","SNAP Recipients",126
"New Haven County","09009","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",61
"New Haven County","09009","2012-2016","American Indian and Alaska Native Alone","Percent","SNAP Recipients",27.88
"New Haven County","09009","2012-2016","American Indian and Alaska Native Alone","Percent","Margins of Error",11.12
"New Haven County","09009","2012-2016","Asian Alone","Number","SNAP Recipients",493
"New Haven County","09009","2012-2016","Asian Alone","Number","Margins of Error",158
"New Haven County","09009","2012-2016","Asian Alone","Percent","SNAP Recipients",4.62
"New Haven County","09009","2012-2016","Asian Alone","Percent","Margins of Error",1.47
"New Haven County","09009","2012-2016","Black or African American Alone","Number","SNAP Recipients",12345
"New Haven County","09009","2012-2016","Black or African American Alone","Number","Margins of Error",617
"New Haven County","09009","2012-2016","Black or African American Alone","Percent","SNAP Recipients",30.5
"New Haven County","09009","2012-2016","Black or African American Alone","Percent","Margins of Error",1.35
"New Haven County","09009","2012-2016","Hispanic or Latino","Number","SNAP Recipients",15967
"New Haven County","09009","2012-2016","Hispanic or Latino","Number","Margins of Error",840
"New Haven County","09009","2012-2016","Hispanic or Latino","Percent","SNAP Recipients",37.13
"New Haven County","09009","2012-2016","Hispanic or Latino","Percent","Margins of Error",1.79
"New Haven County","09009","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",28
"New Haven County","09009","2012-2016","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",0
"New Haven County","09009","2012-2016","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",0
"New Haven County","09009","2012-2016","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",93.33
"New Haven County","09009","2012-2016","Some Other Race Alone","Number","SNAP Recipients",5208
"New Haven County","09009","2012-2016","Some Other Race Alone","Number","Margins of Error",555
"New Haven County","09009","2012-2016","Some Other Race Alone","Percent","SNAP Recipients",36.02
"New Haven County","09009","2012-2016","Some Other Race Alone","Percent","Margins of Error",3.19
"New Haven County","09009","2012-2016","Two or More Races","Number","SNAP Recipients",1481
"New Haven County","09009","2012-2016","Two or More Races","Number","Margins of Error",287
"New Haven County","09009","2012-2016","Two or More Races","Percent","SNAP Recipients",28.25
"New Haven County","09009","2012-2016","Two or More Races","Percent","Margins of Error",4.88
"New Haven County","09009","2012-2016","White Alone","Number","SNAP Recipients",29463
"New Haven County","09009","2012-2016","White Alone","Number","Margins of Error",1202
"New Haven County","09009","2012-2016","White Alone","Percent","SNAP Recipients",11.55
"New Haven County","09009","2012-2016","White Alone","Percent","Margins of Error",0.47
"New Haven County","09009","2012-2016","White Alone Not Hispanic or Latino","Number","SNAP Recipients",19575
"New Haven County","09009","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",1001
"New Haven County","09009","2012-2016","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",8.56
"New Haven County","09009","2012-2016","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.43
"New Haven County","09009","2013-2017","All","Number","SNAP Recipients",49575
"New Haven County","09009","2013-2017","All","Number","Margins of Error",1505.48
"New Haven County","09009","2013-2017","All","Percent","SNAP Recipients",15.14
"New Haven County","09009","2013-2017","All","Percent","Margins of Error",0.45
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Number","SNAP Recipients",100
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",58
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Percent","SNAP Recipients",30.77
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Percent","Margins of Error",14.63
"New Haven County","09009","2013-2017","Asian Alone","Number","SNAP Recipients",573
"New Haven County","09009","2013-2017","Asian Alone","Number","Margins of Error",174
"New Haven County","09009","2013-2017","Asian Alone","Percent","Margins of Error",1.55
"New Haven County","09009","2013-2017","Asian Alone","Percent","SNAP Recipients",5.15
"New Haven County","09009","2013-2017","Black or African American Alone","Number","Margins of Error",765
"New Haven County","09009","2013-2017","Black or African American Alone","Number","SNAP Recipients",11771
"New Haven County","09009","2013-2017","Black or African American Alone","Percent","SNAP Recipients",28.77
"New Haven County","09009","2013-2017","Black or African American Alone","Percent","Margins of Error",1.75
"New Haven County","09009","2013-2017","Hispanic or Latino","Number","SNAP Recipients",16282
"New Haven County","09009","2013-2017","Hispanic or Latino","Number","Margins of Error",883
"New Haven County","09009","2013-2017","Hispanic or Latino","Percent","SNAP Recipients",36.6
"New Haven County","09009","2013-2017","Hispanic or Latino","Percent","Margins of Error",1.87
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",28
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",0
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",0
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",87.5
"New Haven County","09009","2013-2017","Some Other Race Alone","Number","SNAP Recipients",5385
"New Haven County","09009","2013-2017","Some Other Race Alone","Number","Margins of Error",529
"New Haven County","09009","2013-2017","Some Other Race Alone","Percent","SNAP Recipients",35.22
"New Haven County","09009","2013-2017","Some Other Race Alone","Percent","Margins of Error",2.69
"New Haven County","09009","2013-2017","Two or More Races","Number","SNAP Recipients",1398
"New Haven County","09009","2013-2017","Two or More Races","Number","Margins of Error",246
"New Haven County","09009","2013-2017","Two or More Races","Percent","SNAP Recipients",25.96
"New Haven County","09009","2013-2017","Two or More Races","Percent","Margins of Error",3.71
"New Haven County","09009","2013-2017","White Alone","Number","SNAP Recipients",30348
"New Haven County","09009","2013-2017","White Alone","Number","Margins of Error",1143
"New Haven County","09009","2013-2017","White Alone","Percent","SNAP Recipients",11.93
"New Haven County","09009","2013-2017","White Alone","Percent","Margins of Error",0.44
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Number","SNAP Recipients",20310
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",828
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",8.93
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.36
"New Haven County","09009","2014-2018","All","Number","SNAP Recipients",50172
"New Haven County","09009","2014-2018","All","Number","Margins of Error",1543.73
"New Haven County","09009","2014-2018","All","Percent","SNAP Recipients",15.21
"New Haven County","09009","2014-2018","All","Percent","Margins of Error",0.46
"New Haven County","09009","2014-2018","American Indian and Alaska Native Alone","Number","SNAP Recipients",52
"New Haven County","09009","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",43
"New Haven County","09009","2014-2018","American Indian and Alaska Native Alone","Percent","SNAP Recipients",11.11
"New Haven County","09009","2014-2018","American Indian and Alaska Native Alone","Percent","Margins of Error",8.62
"New Haven County","09009","2014-2018","Asian Alone","Number","SNAP Recipients",606
"New Haven County","09009","2014-2018","Asian Alone","Number","Margins of Error",167
"New Haven County","09009","2014-2018","Asian Alone","Percent","SNAP Recipients",5.3
"New Haven County","09009","2014-2018","Asian Alone","Percent","Margins of Error",1.44
"New Haven County","09009","2014-2018","Black or African American Alone","Number","SNAP Recipients",11919
"New Haven County","09009","2014-2018","Black or African American Alone","Number","Margins of Error",624
"New Haven County","09009","2014-2018","Black or African American Alone","Percent","SNAP Recipients",28.81
"New Haven County","09009","2014-2018","Black or African American Alone","Percent","Margins of Error",1.39
"New Haven County","09009","2014-2018","Hispanic or Latino","Number","SNAP Recipients",16782
"New Haven County","09009","2014-2018","Hispanic or Latino","Number","Margins of Error",867
"New Haven County","09009","2014-2018","Hispanic or Latino","Percent","Margins of Error",1.71
"New Haven County","09009","2014-2018","Hispanic or Latino","Percent","SNAP Recipients",35.97
"New Haven County","09009","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",29
"New Haven County","09009","2014-2018","Native Hawaiian and Other Pacific Islander","Number","SNAP Recipients",0
"New Haven County","09009","2014-2018","Native Hawaiian and Other Pacific Islander","Percent","Margins of Error",58
"New Haven County","09009","2014-2018","Native Hawaiian and Other Pacific Islander","Percent","SNAP Recipients",0
"New Haven County","09009","2014-2018","Some Other Race Alone","Number","SNAP Recipients",5690
"New Haven County","09009","2014-2018","Some Other Race Alone","Number","Margins of Error",595
"New Haven County","09009","2014-2018","Some Other Race Alone","Percent","SNAP Recipients",35.76
"New Haven County","09009","2014-2018","Some Other Race Alone","Percent","Margins of Error",3.01
"New Haven County","09009","2014-2018","Two or More Races","Number","SNAP Recipients",1356
"New Haven County","09009","2014-2018","Two or More Races","Number","Margins of Error",281
"New Haven County","09009","2014-2018","Two or More Races","Percent","SNAP Recipients",24.03
"New Haven County","09009","2014-2018","Two or More Races","Percent","Margins of Error",4.51
"New Haven County","09009","2014-2018","White Alone","Number","SNAP Recipients",30549
"New Haven County","09009","2014-2018","White Alone","Number","Margins of Error",1237
"New Haven County","09009","2014-2018","White Alone","Percent","SNAP Recipients",11.98
"New Haven County","09009","2014-2018","White Alone","Percent","Margins of Error",0.48
"New Haven County","09009","2014-2018","White Alone Not Hispanic or Latino","Number","SNAP Recipients",20293
"New Haven County","09009","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",997
"New Haven County","09009","2014-2018","White Alone Not Hispanic or Latino","Percent","SNAP Recipients",8.94
"New Haven County","09009","2014-2018","White Alone Not Hispanic or Latino","Percent","Margins of Error",0.43
"New London County","09011","2006-2010","All","Number","SNAP Recipients",6536
"New London County","09011","2006-2010","All","Number","Margins of Error",527.26
"New London County","09011","2006-2010","All","Percent","SNAP Recipients",6.13
"New London County","09011","2006-2010","All","Percent","Margins of Error",0.49
"New London County","09011","2006-2010","American Indian and Alaska Native Alone","Number","SNAP Recipients",61
"New London County","09011","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",67
"New London County","09011","2006-2010","American Indian and Alaska Native Alone","Percent","SNAP Recipients",9.43
"New London County","09011","2006-2010","American Indian and Alaska Native Alone","Percent","Margins of Error",10.09
"New London County","09011","2006-2010","Asian Alone","Number","SNAP Recipients",166
"New London County","09011","2006-2010","Asian Alone","Number","Margins of Error",86
"New London County","09011","2006-2010","Asian Alone","Percent","SNAP Recipients",4.56
"New London County","09011","2006-2010","Asian Alone","Percent","Margins of Error",2.34
"New London County","09011","2006-2010","Black or African American Alone","Number","SNAP Recipients",920
"New London County","09011","2006-2010","Black or African American Alone","Number","Margins of Error",183
"New London County","09011","2006-2010","Black or African American Alone","Percent","SNAP Recipients",18.68
"New London County","09011","2006-2010","Black or African American Alone","Percent","Margins of Error",3.5
"New London County","09011","2006-2010","Hispanic or Latino","Number","SNAP Recipients",1272
"New London County","09011","2006-2010","Hispanic or Latino","Number","Margins of Error",233
"New London County","09011","2006-2010","Hispanic or Latino","Percent","SNAP Recipients",21.67
"New London County","09011","2006-2010","Hispanic or Latino","Percent","Margins of Error",3.77
